,art00000037.xml_para1.txt,art00000037.xml_para2.txt,art00000037.xml_para3.txt,art00000037.xml_para4.txt,art00000037.xml_para5.txt,art00000078.xml_para1.txt,art00000078.xml_para2.txt,art00000078.xml_para3.txt,art00000078.xml_para4.txt,art00000078.xml_para5.txt,art00000078.xml_para6.txt,art00000078.xml_para7.txt,art00000078.xml_para8.txt,art00000118.xml_para1.txt,art00000118.xml_para10.txt,art00000118.xml_para11.txt,art00000118.xml_para2.txt,art00000118.xml_para3.txt,art00000118.xml_para4.txt,art00000118.xml_para5.txt,art00000118.xml_para6.txt,art00000118.xml_para7.txt,art00000118.xml_para8.txt,art00000118.xml_para9.txt,art00000410.xml_para1.txt,art00000410.xml_para2.txt,art00000410.xml_para3.txt,art00000410.xml_para4.txt,art00000410.xml_para5.txt,art00000410.xml_para6.txt,art00000410.xml_para7.txt,art00000983.xml_para1.txt,art00000983.xml_para2.txt,art00000983.xml_para3.txt,art00000983.xml_para4.txt,art00000983.xml_para5.txt,art00000983.xml_para6.txt,art00000983.xml_para7.txt,art00000983.xml_para8.txt,art00000991.xml_para1.txt,art00000991.xml_para2.txt,art00001387.xml_para1.txt,art00001387.xml_para2.txt,art00001387.xml_para3.txt,art00001387.xml_para4.txt,art00001402.xml_para1.txt,art00001402.xml_para2.txt,art00001402.xml_para3.txt,art00001402.xml_para4.txt,art00001402.xml_para5.txt,art00002119.xml_para1.txt,art00002119.xml_para2.txt,art00002119.xml_para3.txt,art00002119.xml_para4.txt,art00002119.xml_para5.txt,art00002224.xml_para1.txt,art00002224.xml_para2.txt,art00002224.xml_para3.txt,art00002224.xml_para4.txt,art00002224.xml_para5.txt,art00002224.xml_para6.txt,art00002224.xml_para7.txt,art00002224.xml_para8.txt,art00002280.xml_para1.txt,art00002280.xml_para2.txt,art00002280.xml_para3.txt,art00002280.xml_para4.txt,art00002280.xml_para5.txt,art00002280.xml_para6.txt,art00002280.xml_para7.txt,art00002280.xml_para8.txt,art00002732.xml_para1.txt,art00002732.xml_para10.txt,art00002732.xml_para11.txt,art00002732.xml_para12.txt,art00002732.xml_para13.txt,art00002732.xml_para14.txt,art00002732.xml_para2.txt,art00002732.xml_para3.txt,art00002732.xml_para4.txt,art00002732.xml_para5.txt,art00002732.xml_para6.txt,art00002732.xml_para7.txt,art00002732.xml_para8.txt,art00002732.xml_para9.txt,art00002789.xml_para1.txt,art00002789.xml_para2.txt,art00002789.xml_para3.txt,art00002789.xml_para4.txt,art00002828.xml_para1.txt,art00002828.xml_para2.txt,art00002828.xml_para3.txt,art00030013.xml_para1.txt,art00030013.xml_para2.txt,art00030013.xml_para3.txt,art00030115.xml_para1.txt,art00030115.xml_para10.txt,art00030115.xml_para11.txt,art00030115.xml_para2.txt,art00030115.xml_para3.txt,art00030115.xml_para4.txt,art00030115.xml_para5.txt,art00030115.xml_para6.txt,art00030115.xml_para7.txt,art00030115.xml_para8.txt,art00030115.xml_para9.txt,artanuel.xml_para1.txt,artanuel.xml_para2.txt,artanuel.xml_para3.txt,artanuel.xml_para4.txt,artanuel.xml_para5.txt,artanuel.xml_para6.txt,artanuel.xml_para7.txt,artanuel2.xml_para1.txt,artanuel2.xml_para10.txt,artanuel2.xml_para11.txt,artanuel2.xml_para2.txt,artanuel2.xml_para3.txt,artanuel2.xml_para4.txt,artanuel2.xml_para5.txt,artanuel2.xml_para6.txt,artanuel2.xml_para7.txt,artanuel2.xml_para8.txt,artanuel2.xml_para9.txt
art00000037.xml_para1.txt,1.0,0.07452368940126826,0.03495354785893208,0.02196050100369595,0.01709599832827038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017033999565333628,0.0,0.0,0.0,0.0,0.0,0.0,0.03149661441198441,0.0,0.0,0.02789385215010457,0.0,0.0,0.011425986681460817,0.024735820780735638,0.0683000178738409,0.0,0.0,0.0,0.026820619505372855,0.0,0.04266605123491862,0.0,0.12592897874575776,0.0,0.0427188094117913,0.0,0.0,0.0,0.0,0.012024735066122937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022532562781927282,0.02423301758928227,0.05439112543065038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04299060350920916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04407278429243296,0.0,0.0,0.0,0.008362628204587209,0.0,0.0,0.0,0.013904808281841433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043047686958334344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
art00000037.xml_para2.txt,0.07452368940126826,1.0,0.1694651436407873,0.06590082826889229,0.02033743848338231,0.009757527055227325,0.0,0.026551239818906277,0.0,0.08528281199160505,0.02514141609740124,0.024179595241572496,0.04916985062298532,0.0,0.0,0.06262524394420839,0.0,0.0,0.0,0.03004799230230132,0.0988147621500203,0.0,0.0,0.03966065498165079,0.0,0.0,0.01877373538853892,0.019968600530888583,0.02824498722883823,0.05183551304089786,0.05436951894453412,0.0,0.0320029117525941,0.044109688324603005,0.06719393792724902,0.0,0.07555228758332076,0.06285767906038671,0.06563379802146914,0.0,0.046819453121489794,0.0,0.06109454053559314,0.0,0.0,0.0,0.02899814112051052,0.022550860941152044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03732362984977036,0.04545723634686317,0.048876070039511665,0.0,0.06481074665606917,0.04388344249843503,0.09523079465213924,0.12765039511119347,0.03854380446800893,0.054733853290800605,0.07065009323648223,0.06531467495048215,0.053905215232764515,0.04065386932797786,0.01814613620768829,0.0881158717247707,0.0,0.0,0.018586234463109818,0.02555561809824618,0.0601652614865495,0.023981780558640683,0.07157103746635876,0.01915829486759872,0.015929980312382623,0.0,0.01682415177258366,0.05082928776069163,0.042787456200588984,0.0,0.047781200833876214,0.013175517827161701,0.013495379682113185,0.030736993104181938,0.06372591223288983,0.024190273544219324,0.023946548133501243,0.031928836254180464,0.07262453965039048,0.05696326647305558,0.014795141698503114,0.01840000952058077,0.0605979097448202,0.0614456024021871,0.0,0.10154976308208218,0.0,0.0,0.03895996946327839,0.060061633490099006,0.014149061631483821,0.013536273606145337,0.02237904503029605,0.0,0.022360726464018953,0.0,0.0,0.0,0.04007290670723587,0.05957143293266255,0.022158915509397442,0.03517396306479749,0.029973293254299746,0.0,0.017907926523511225,0.016185835398939172,0.03273734803093409,0.05824831901834673,0.04205330989486747
art00000037.xml_para3.txt,0.03495354785893208,0.1694651436407873,1.0,0.01161363766928425,0.007979448560317856,0.003828391922449587,0.0,0.010417450187777573,0.0,0.029397682026315066,0.00986430206767103,0.009486929074036783,0.019291922829180845,0.0,0.0,0.00786412297101283,0.0,0.0,0.0,0.0,0.04673017201545851,0.0,0.0,0.0,0.0,0.0,0.0073659254551781414,0.0,0.011081996528889648,0.020337802631609544,0.04140007948561801,0.0,0.03766928489822482,0.031502121335728814,0.057534942472434736,0.0,0.03167799443897465,0.024662379045087533,0.04143924165736911,0.0,0.04175934929554866,0.043191811964002555,0.034805850409762,0.0,0.0,0.0,0.03078935771698301,0.016676112761018096,0.0,0.0,0.02170029472643605,0.0,0.0,0.0351404649524335,0.0316649796563875,0.008005254723932806,0.0074608119753712746,0.03759228635025744,0.0,0.04628633940902023,0.022276566519364382,0.03806465780624317,0.014206952802016717,0.015122765107451083,0.015180405802654087,0.02771975365643067,0.02122575014274561,0.013619868710428314,0.015950654717188022,0.0071196852325371655,0.10537609531542647,0.0,0.0,0.007292358963965593,0.010026815334129024,0.023606001785439798,0.028227947857179553,0.013616837002101428,0.0075168083986740806,0.00625017052041223,0.0,0.006601001092148611,0.01994300744292058,0.01678777325170164,0.0,0.053323598095728245,0.005169449773298246,0.005294948430372426,0.029976065607526074,0.015612814251911076,0.020604427890623524,0.02039683112074519,0.012527364578839208,0.0387533738234711,0.022349690449995758,0.005804913545148944,0.00721929310806772,0.038835820441485196,0.024108346979223583,0.0,0.031173739833837377,0.0,0.0,0.015286048560038831,0.01610194799358891,0.022046150328869404,0.005310993271196934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023373011558904602,0.034526585237134234,0.0,0.011760102035535734,0.0,0.007026223023763253,0.0,0.006228484982180531,0.013481023869932272,0.016499728978720124
art00000037.xml_para4.txt,0.02196050100369595,0.06590082826889229,0.01161363766928425,1.0,0.06017282853981718,0.00606127841485384,0.0,0.016493365162203493,0.0,0.046543702714435614,0.015617596738140609,0.015020123222628518,0.030543820432762835,0.0,0.0,0.012450825250267725,0.0,0.023683506355432815,0.0,0.0,0.02976518578854767,0.0,0.0,0.0,0.058767813832343266,0.023789081645667655,0.07734443477501379,0.018606443008713867,0.03829048029116572,0.032199703320253736,0.03377380249516654,0.0,0.0640460276800339,0.08644521856102164,0.05628400798131713,0.0,0.06026769529925745,0.03904656283708925,0.028352375662766372,0.09791817809410035,0.010568046526162217,0.031104785346181496,0.049796496127685316,0.0,0.02033323954281618,0.0,0.0,0.0,0.019654529587315752,0.0,0.0,0.0,0.0,0.0,0.0,0.012674271246642357,0.011812285549559336,0.01928769155248286,0.0,0.02374839958646464,0.0,0.020914711187595223,0.02249307231444906,0.040628268504540196,0.024034285904948605,0.04388713274561599,0.04531493304998662,0.03655593606275883,0.025253777852037942,0.011272198691956004,0.05940500370082097,0.0,0.011018640281458315,0.011545583335514052,0.015874894886831442,0.037374059913786575,0.04211880924288494,0.021558775034351857,0.025963666024574436,0.021588596034621356,0.018362758029116293,0.010450995155863348,0.0315746462195279,0.057986330751805606,0.0,0.04520325178781537,0.00818450016672146,0.024156136583344735,0.019093513324165607,0.024718893973551155,0.008214476717939016,0.008131713010936941,0.019833874392916874,0.030825669266229247,0.03538501257116477,0.009190594349804923,0.01142990225996387,0.02572093582983,0.03816939491123872,0.0,0.04935563552338886,0.0,0.0,0.024201544163244187,0.06331260092492391,0.008789255860828514,0.02012804310928768,0.0,0.0,0.0,0.0,0.012715025889358689,0.0,0.0,0.037005179543235046,0.013764897141814956,0.0,0.018619110600061634,0.0,0.011124225213764303,0.03746464946347248,0.025573565122017416,0.02134374971219417,0.02612309636409009
art00000037.xml_para5.txt,0.01709599832827038,0.02033743848338231,0.007979448560317856,0.06017282853981718,1.0,0.004164557281566367,0.0,0.01133219088162343,0.0,0.0319790484422315,0.010730471653801928,0.010319962102966696,0.045798676411979836,0.0,0.0,0.008554659827280544,0.0,0.02043928195430649,0.0,0.0,0.02045093670488671,0.0,0.0,0.0,0.0,0.0,0.008012716333966491,0.0,0.012055090041343152,0.022123634611143826,0.036915326048256786,0.029680781273329047,0.13125021349097832,0.034268275414590654,0.028678680764931172,0.0,0.041408470643201425,0.02682794560052558,0.019480229158707268,0.13455440706375513,0.0890515785714659,0.029104827426393264,0.03608085057814749,0.0,0.0,0.0,0.0,0.014428610820356638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008708184147984637,0.008115934697341358,0.013252104721448525,0.0,0.016316948942815372,0.0,0.014369990422269285,0.015454444043088308,0.016450672455017572,0.016513374493310615,0.030153783696014576,0.02308955146293374,0.014815808976971078,0.017351257811063628,0.007744854126285871,0.021030934789169405,0.034982244000518276,0.0,0.007932690079375901,0.010907254966714604,0.025678809436344093,0.0,0.04570829455084178,0.008176848082682053,0.038954201895405084,0.0,0.007180625108608387,0.02169417304840759,0.01826188246994448,0.0,0.02334325664530672,0.005623371413161346,0.005759889919294506,0.013118689573799382,0.027018160916779266,0.005643967573922314,0.00558710263965362,0.013627373694347356,0.03786410035005996,0.02431218328470647,0.00631463430678357,0.00785320842013693,0.01767223071890565,0.026225264808994012,0.0,0.033911059224990436,0.0,0.0,0.016628293582950184,0.04187206975029362,0.006038884372158624,0.0057773436335538655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025425360687076515,0.00945752672925846,0.0,0.01279273897660845,0.0,0.007643185140982082,0.0,0.006775398917117598,0.014664772379044674,0.017948545460892612
art00000078.xml_para1.txt,0.0,0.009757527055227325,0.003828391922449587,0.00606127841485384,0.004164557281566367,1.0,0.3231725245684218,0.5221735669830688,0.07296318618718972,0.03923873811949729,0.10757041218678448,0.042214919358642376,0.22582001071334223,0.0,0.006623107470771697,0.004104367655797033,0.0,0.0,0.0,0.0,0.05906550768241945,0.0,0.0,0.014385198374293714,0.0,0.0,0.00384435318530523,0.0,0.005783809368506307,0.025374269569454808,0.011133406805421029,0.0,0.015603300404970351,0.0053280639738081045,0.013759500917516949,0.0,0.008812825823907687,0.01287155239570562,0.009346253866406409,0.0,0.003483716739659945,0.0,0.009682996122280617,0.0,0.0,0.0,0.06306827572293368,0.0,0.017492844199172474,0.011146109284813702,0.0,0.0,0.028422142173462034,0.04104153975190064,0.0,0.004178025787037583,0.003893875448103935,0.0063581148857019005,0.0,0.026098765293788052,0.0,0.0068944557813030395,0.022880379738905714,0.007892728560072882,0.007922811839024761,0.014467228037186038,0.015775836641662346,0.023064827607218157,0.008324812766957696,0.003715837849381672,0.010090253763752931,0.0,0.005214256842382244,0.015114455217297021,0.005233099316953922,0.017544936005814887,0.0,0.013134399829883285,0.003923100564431783,0.003262029068181291,0.0,0.003445131196238952,0.019236437472610793,0.02703680601480227,0.0,0.003329966395582992,0.002697989658350933,0.014291601490409617,0.006294104763983409,0.008148490310707558,0.002707871315572572,0.0026805885712351337,0.006538162002207732,0.010161565788732556,0.01166453613939664,0.025830693502600477,0.0037678242366873133,0.008478809635089473,0.012582397292232773,0.0,0.01626989938431177,0.0,0.004978712649632468,0.007977947894002208,0.008403774303099519,0.0028973450954934386,0.007473792619033417,0.0,0.0,0.0,0.0,0.0,0.005337359022236706,0.0,0.012198618080432065,0.012234618182121694,0.0,0.006137719692512545,0.0,0.003667058949541861,0.0,0.0032507111599994368,0.007035886715241892,0.008611380340731629
art00000078.xml_para2.txt,0.0,0.0,0.0,0.0,0.0,0.3231725245684218,1.0,0.1674808911146042,0.07466009942226566,0.04346559876746331,0.14489277515097537,0.0,0.11162354558739637,0.03560232078140196,0.013554283689957123,0.0,0.0,0.0,0.0,0.0,0.01703122675489258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014741767480898093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022754352786241733,0.02000812817387878,0.0,0.0,0.014824589990885546,0.050514104086584716,0.03277202687961847,0.022810671267580546,0.0,0.0,0.012916628285672629,0.03052475234108084,0.04748424861410633,0.0,0.0,0.0,0.02981163203233558,0.01358850508430209,0.02758540120250045,0.0,0.03987944072580133,0.020116978587848347,0.0,0.0,0.03784975461789539,0.0,0.02121827437825735,0.01894184752027942,0.02571802860904411,0.020509555002135808,0.0106710508301195,0.0,0.0,0.010692459534177462,0.0,0.012335632264356139,0.05349067087882492,0.0,0.0,0.03512378766332609,0.018066574933901326,0.0,0.040442770658626864,0.0,0.02826410289317029,0.019482006290450656,0.0,0.020768863879727796,0.0,0.0,0.0,0.018217615823370094,0.03964074391889954,0.015443911303566463,0.019206853223269798,0.014407187626882579,0.021380001012755834,0.0,0.0,0.02497459070743299,0.010189006287713725,0.04066837108031249,0.0,0.06473416677335744,0.00962256652434698,0.0,0.015127420826201592,0.03357181398268274,0.0,0.03616369515154462,0.027845855792678946,0.0,0.0,0.015752166718893637,0.02390122447081619,0.0,0.0,0.018693192298920278,0.0,0.016570818647381552,0.02480075068618403,0.0
art00000078.xml_para3.txt,0.0,0.026551239818906277,0.010417450187777573,0.016493365162203493,0.01133219088162343,0.5221735669830688,0.1674808911146042,1.0,0.0,0.04174977026059081,0.014009007401933542,0.013473072773731288,0.13049570664686536,0.0,0.0,0.011168408687695957,0.0,0.0,0.0,0.0,0.026699415731061837,0.0,0.0,0.0,0.0,0.0,0.01046088243403158,0.0,0.015738343203237998,0.02888318156223592,0.03029515085318819,0.0,0.0,0.014498212870777223,0.08170952485404348,0.0,0.023980610108323388,0.03502482468822994,0.025432122956030607,0.0,0.00947955338399977,0.0,0.026348433445591155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011368840077341206,0.01059563763055844,0.05821306766320637,0.0,0.021302349597641615,0.0,0.018760526907496966,0.020176319175651797,0.021476930336745418,0.0215587900486857,0.03936682306449236,0.03014421991758005,0.019342558679653402,0.022652676131148786,0.01011117891948322,0.02745662358901696,0.0,0.0,0.01035640534960525,0.014239804222337477,0.03352458708924759,0.0,0.01933825313182037,0.010675162193284652,0.008876318312550866,0.0,0.009374558131502389,0.028322504417248894,0.023841528587799667,0.0,0.009061182803552382,0.007341508769829972,0.00751973847161971,0.017126909727021054,0.02217288450004611,0.007368397780663861,0.007294158612919698,0.01779101470207849,0.027650670980993344,0.03174040867737097,0.008243976741962832,0.010252639253526688,0.023071717529034207,0.03423800375975962,0.0,0.04427207815436319,0.0,0.0,0.021708820954066618,0.02286753863377927,0.007883975523015958,0.007542524908240506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03319370085059448,0.01234713312039953,0.0,0.01670136978096523,0.0,0.009978446490413972,0.0,0.008845521114379248,0.019145375099417748,0.023432456123817894
art00000078.xml_para4.txt,0.0,0.0,0.0,0.0,0.0,0.07296318618718972,0.07466009942226566,0.0,1.0,0.02243623595568374,0.20803660688572306,0.0,0.06804456899039159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031968320823027294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038542388683827686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09541530276578858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03113551904272112,0.0,0.0,0.0,0.0,0.0,0.0,0.02095366516458068,0.0,0.0,0.0,0.0,0.027241559228882047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02661993396171102,0.04007974117697514,0.0,0.0,0.0,0.023702400759986385,0.0,0.0,0.0,0.0,0.0,0.03675035583955709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03644795526327198,0.0
art00000078.xml_para5.txt,0.0,0.08528281199160505,0.029397682026315066,0.046543702714435614,0.0319790484422315,0.03923873811949729,0.04346559876746331,0.04174977026059081,0.02243623595568374,1.0,0.16579483326882277,0.038020542664486026,0.13678545277578974,0.012371982556928243,0.023632511976794043,0.056359560079932175,0.0,0.0,0.0,0.0,0.07534482237035767,0.0,0.0,0.0,0.0,0.0,0.029520246314317322,0.0,0.049022519009743595,0.0815073335768051,0.08549186179610363,0.0,0.0,0.04091345235564448,0.10565726837996696,0.0,0.06767244748514847,0.1096619892781695,0.07176856624596314,0.0,0.02675096987372841,0.0,0.07435436257077617,0.03502910777723834,0.0,0.0,0.0,0.009337834010853755,0.0,0.0,0.0,0.0,0.0508181146173909,0.033436382050228905,0.018707558785056803,0.06029042810609994,0.02990052079103506,0.048823068140068766,0.01975306896574343,0.09384999967856861,0.0,0.06523939578476654,0.09368037247772067,0.06689733551416185,0.07345145244666389,0.1110918051899076,0.10271277620212854,0.0786830942965368,0.07055960287054451,0.05694716658106243,0.08552316050389819,0.022821746161257372,0.026088172100612053,0.05649922825266675,0.06152673788011061,0.10559318436483135,0.0,0.05457187759636687,0.0363780411068882,0.02504866148751864,0.0,0.037437197483766366,0.10114989478361579,0.08514671134335908,0.0,0.025570342650035296,0.03409236814563368,0.0305152507368036,0.04833154343652119,0.07555141681011564,0.0640545214638571,0.06340914990476369,0.05020562457316422,0.08942181500438554,0.10196521342199721,0.028093224194008958,0.03493819817121951,0.06961242967462619,0.10330356315807507,0.0,0.12493426440887989,0.007809065427425074,0.0,0.07397774073595788,0.06453139850565819,0.04643886297034316,0.02128474290073082,0.0,0.00473004824638998,0.010497248782943518,0.012715835079123388,0.023238218143215014,0.01058290296061298,0.0,0.09367146905365512,0.05484768242919059,0.0,0.047130684512489876,0.0,0.04633773273835893,0.0,0.030143123344126554,0.0540275824987924,0.06612557601012509
